EchoLife,EchoLife stitches all your data on the internet and provides statistics and intelligent suggestions on your life
Ecostyle,Ecostyle creates unique business plans to lead fast fashion brands toward sustainability while making them profitable.
Ectropa,"Ectropa, a solar energy developer based in El Salvador Central America, sells electricity (at a discount to utility company) to industrial businesses at no upfront cost, through Solar ..."
EdFolio,"Edfolio helps students harness the power of online education by curating skill-specific course playlists, then connects students directly with employers through guaranteed interviews to ..."
Editplex,We develop treatments against inflammatory diseases such as MS and ALS thanks to our safer genome editing technology
EduBank,"Leveraging micro-finance to increase access to quality education in developing countries. There are more than 2,400 MFIs serving 100 Million borrowers around the world. There are also ..."
EduBright,Code what you want when you need it.
Education2Employment,"We recruit, train and allocate unemployed young adults into talent-seeking companies in Brazil"
Educational Justice Activists,We (1) select the brightest high schoolers (2) train them as tutors & (3) pair each one with a low-income 5-8th grader to tackle educational inequity.
Educational Materials,"We spread love and knowledge around the world through educational materials, workshops, trainings and conferences."
EduSaga,"The best way to learn Mandarin is to go to China, but the second is to play EduSaga, an immersive detective game that brings virtual Shanghai to your mobile phone."
EDUtainment,"EDUtainment is School House Rock for the 21st Century. We take dynamic teachers with unique takes on the Common Core Standards and give them professional-quality video and editing, then ..."
EFL,"EFL first pioneered psychometric credit scoring through research at the Harvard Center for International Development. We now work with leading financial institutions across Africa, ..."
Elektra Labs,Elektra Labs is building a platform to identify and develop digital biomarkers that can be used in decentralized research and care.
Elementa Energy Solutions,Elementa – harnessing sun power in a cost-effective thermo-electric process in order to bring energy to the world’s most underserved populations.
Elevate,"Elevate offers frictionless access to mental health services and depression medication management, including delivery, via a direct-to-consumer telemedicine platform."
Elevate,"Elevate is a convenient, fast, and fun subscription to digital mental health services"
Elevian Inc.,"Elevian develops therapeutics that stimulate regenerative capacity, to treat and prevent the diseases of aging."
Elios,An alert service for early signs of employee risk
Elizabeth Boston,Luxury retail concept store in the heart of Boston that delivers superior personalized service and carefully curated merchandise.
Ember,Ember is an e-commerce platform where service organizations can list their needs and donors in the community can allocate their resources to optimize impact.
Embodying Peace,build tech that mobilizes international volunteer networks that remotely build capacity for peacebuilding civil society
Embrace Hearing,"Embrace Hearing is an online retailer of hearing aids, offering affordable, high-quality hearing aids at a fraction of the cost of traditional dispensers."
Emote,"A platform for students to inform teachers of their emotional state, thus allowing teachers to adapt to better support students and manage classrooms."
Empanist,an online platform that connects performing artists to pianists
Employ Busoga Enterprise,Mitigate teenage pregnancy by reducing poverty and reduce employment inequality through business and youth employment
en tout cas,We are building an on-demand service for consumers to send us their favorite old clothes and have them remade.
Encite Capital,"Encite Capital exists to enable prosperity through entrepreneurship. We are founded on the principle that all entrepreneurs deserve the opportunity to be successful, and with the ..."
Endorse,Esports influencer marketing – connecting brands to video game players fro authentic product sponsorships
ENGRAM,"High-sensitivity biosensor able to detect medical & environmental cues (e.g.disease state,pollutants) by converting transient bio-events to DNA memory"
Ennate,Ennate is a high-potential talent hub that looks past the pedigree to connect exceptional candidates from non-traditional backgrounds to great firms.
Enrich,We help minority college grads achieve financial success through high quality job placement and student loan refinancing
Entobites,"Healthy, natural, and environmentally friendly cricket based dog food and treats."
Epigene Labs,Epigene Labs specializes in genomics-driven drug design for precision oncology.
Equity Endeavor,Equity Endeavor is a crowdfunding portal that allows individuals the opportunity to use an Internet portal to invest in fast growth startups and traditional small business enterprises. ...
ESCALA Education,ESCALA is a social enterprise that seeks to offer education-financing products tailored-made for low and middle-income population. We aim to build a bridge between private universities ...
Ethnologee,"In the world of mass produced goods, Ehtnologee gives you handmade and eco-friendly products that will make you stand-out."
eudios,We use machine learning to help companies understand and reduce their economic vulnerability to infectious disease outbreaks.
EuMotus,A camera-based AI-empowered movement analysis system that helps physical therapists and athletic trainers better treat physical health.
EurekaEd,Where Education Meets Entertainment.
Evera Labs,"Through a simple, one-time urine sample, Evera preserves your youngest and healthiest cells for future therapeutic use."
EverActive,Everactive strength-tracking sensor and algorithms enable affordable fitness assessment and guided personalized training.
Evisort,Evisort is on a mission to change how companies interact with their contracts and legal documents.
Excurvant,"Excurvant is the first, truly social platform for travelers, explorers, and photographers all around the world."
Eximchain,"Eximchain is a blockchain-based payment and finance platform that enables importers and exporters to transact with the security of a Letter of Credit at minimal cost, and ultimately ..."
eXlogue,"eXlogue is a language teaching exchange platform, where users can learn one-on-one language courses with native speakers by using the credits they can earn from teaching their native ..."
Experfy,Experfy is a Big Data and analytics consulting marketplace.
Exponential Nation Africa,"Creating 1 million jobs in Africa by 2025 by nurturing exponential ventures, ecosystems and institutions."
Exporta Technologies,Exporta.io is an export-as-a-service platform that helps Latin American manufacturers enter global e-commerce marketplaces.
ExtensionEngine,"Since it was founded in 2000, ExtensionEngine has worked with clients to deliver elegant and cost-effective solutions to complex technology and business challenges. Our focus is to ..."
Extensive Salon,"Extensive provides salon luxury in the comfort of your own home. For black women in the Boston area, keeping your mane maintained is no longer a hassle. Our stylists are prompt, polite, ..."
Eyes Up,Using audio feedback to give blind people information about their eye position in order to maximize residual vision and reduce nystagmus.
Factor,Factor empowers R&D teams to bring better manufactured products to market faster. Factor is a world-class connected supply chain at your fingertips.
Fair Dues,"We partner with worker organizations to increase community support for fairer working conditions through online, face-to-face and phone fundraising."
FairSetup,Fairsetup is a novel approach to employee engagement that combines impact-based compensation and collaborative evaluation.
Fairweather Chef,"Fairweather Chef offers ready-to-cook meal kits that include all the ingredients you need to make a delicious, healthy home-cooked meal. We partner with employers to deliver these meal ..."
Fam.ily,"Share/compare family metrics (health data, # of steps, meditation time) with each other for accountability + well-being."
FameNow,Pay actors/singers to record writers’ scenes/songs; writers and actors then send resulting videos to prospective agents
Family Health Plus,“Family sourced” health history to generate personalized risk profiles for current and future diseases.
FANS,Optimize fans’ experience when they consume live entertainment. Our first product is a 2-way software allowing venues to interact with fans.
Fasho,"Fasho, bringing the fashion show to the palm of your hand giving access to styles by up-and-rising fashion designers from Boston and beyond."
Fastcart,"Tired of wasting time waiting in line? As you shop, scan products with your mobile phone and checkout directly with the app. Save time, skip the line."
Fayrah,We inspire and simplify South Asian weddings in the United States.
Faze1,Faze1 is a data-powered outbound marketing platform for the home services industry. We combine consumer demographics and location-based information with a suite of tools that reinvents ...
FeedBack,FeedBack is a social media platform that turns fanatic consumer bases into external consultants for a company’s product and marketing strategy.
FeedMe Guru,Feedme Guru is a mobile app with shortlists of the best restaurants as recommended by reputable food bloggers and celebrity chefs. Download FeedMe Guru to check off all the top eats in ...
FieldSight,FieldSight is a platform for remote monitoring and supervision of humanitarian and development projects in order to improve quality and reduce risk.
Fighting For Five,Fighting for Five is a social venture operating on the promise of feeding one child for one full year for every pair of sunglasses sold.
FileAway,Low cost accounting service for small businesses over text messages enabled by using AI
FIND Surgical Sciences,FIND Surgical Sciences is developing a platform technology to integrate and visualize multi-modal neuroimaging data for improving surgical outcomes.
Find Your North,"We use machine learning to enable job-seekers to obtain quick, personalized, affordable and reliable career services, and refer peers for jobs"
Finfox,Finfox is applying artificial intelligence algorithms to simplify treasury and risk management processes at small-to-mid-sized firms.
Finvisor,"Have some money & want to know what to do with it? Use Finvisor to figure out what to do w/ your money & get a plan to take action. 10 mins, no fees, no jargon."
FinWeGo,"Offer convenient and anytime access to employee’s earned income and affordable short-term loan based on employment history, by signing up employers"
First Cabin,"Inspired by traditional Japanese hospitality and modern capsule hotels, First Cabin offers a tech-enabled, sophisticated, and affordable stay."
First Touch,"First Touch is a sophisticated performance optimization tool for teams, clubs, and professional associations built around the companies integrated suite of mobile apps."
FirstGrAID,"First GrAID is a digital learning platform that aims to be you and your child’s guide in health, safety and wellness."
Fitalyst,"Lifestyle Analytics for Busy Undergrads. Real-time data and peer-to-peer help with food, exercise, laundry, & self care."
Fitbetes,"Fitbetes, the personal medical assistant of T1 Diabetics, processes all data to help diabetics have better treatment."
Flare Jewelry,Technology that turns Accessories into Escape Buttons.
Flashcards+,Flashcards+ is just the beginning of an educational revolution that will allow anyone to learn anything.
Fleet Health,Turnkey interoperability for hospitals and clinics.
Flock,"Flock connects members of academic, corporate, and community organizations by arranging small group dinners around common interests."
Flotherm,"Flotherm is the only non-invasive, non-surface area dependent perioperative warming device that seamlessly integrates with existing surgical workflows to provide both deep-vein ..."
Flow Suit,Flow Suit is clothing with built-in electrodes that can enable paraplegics to have manual control of their legs through electronic muscle stimulation.
Flower Jungle,Striking natural flower 3-D sculptures allowing stunning semi-permanent decoration at significant savings. Sold online via subscription model.
FlowLight,Computer vision for non-invasive post-surgical and critical care monitoring.
Flume,"Flume is building a collaborative web-platform for crowdsourcing the annotation of the human genome. Our goal is to make learning about human biology easier for everyone, from ..."
fMainstream,"A crowd-curated, cross-genre platform that makes it easy for amazing emerging artists and fans to discover each other in a cool way."
FN TEST TEAM,hahahahsdaslkajdlaskjdlsakjdaslkdjasldas
Fog-Farming Dynamic System,A combined water-collection/farming system that translates survival mechanisms of a xerophytic plant into design logics to foster adaptability to climate change in desert communities.
FooFii,FooFii (“foo-fee”) is an info sharing platform helping healthcare and service providers guide food insecure patients.
Fora,"Fora: the first mobile music streaming app with free, unlimited access through a pay-what-you-want model & crowdfunding of artist projects."
Forerunner,Forerunner is a platform that enables and incentivizes cities to engage in climate adaptation planning.
ForeSight,Empower people with vision impairments with a novel wearable navigation device using soft actuators and computer vision.
Foresight Pharmaceuticals,Our mission is to develop new drugs for neglected and orphan diseases from breakthrough medical research. Our first product is a topical drug against HIV and HPV.
Forgeant,Sentiment Analysis in Real-time
Forget-Me-Not,Reminds you of someone’s name by sending a push notification to your phone when that person is nearby.
Fork,Fork is a local mobile advertising platform that links users to coupons and promotions at nearby restaurants.
Forsythia,The vision for Forsythia is to create a sustainable alternative to conventional cotton.
Four Minute Medicine,It is an educational platform in which medical information is organized & contextualised for students & junior physicians in under-resourced settings
Fractal,Fractal makes mass-market cloud computers.
Frank,"Frank is a personal, no-BS, no-judgment, real-time career mentor that helps college students more successfully navigate the school-to-work transition."
Frequenter,Frequenter is a location-based smartphone app that helps users keep track of places they like.
FROTH,"FROTH, or First Round on the House, is a drinks subscription service, providing its members with the black book guide to New York’s coolest bars. FROTH members enjoy 5 free first ..."
FuelEd,FuelEd is a human capital solution that develops teachers’ social-emotional competencies to bolster teacher retention & student achievement.
FullFill,Matching supply and demand of warehousing space in the fragmented EU market and abstraction layer (only one intermediary) for value added services.
Fund Women Directly,98% of all cash donations are directly given to women in extreme need.
FundersLink,The best way to invest in high-growth startups and nurture it in the biggest market in the world.
Fusion Learning LAB,eduPLANit is a personalized-learning system that builds an academic-network and an adaptive learning portfolio. The eduPLANit platform allows individual users to build on their learning ...
Future Island,FI will provide evidence-based education to investors that want to invest in solutions to our social and environmental
FutureFarm Agriculture Coop,FutureFarm will advance farm cooperatives by marrying tradition to technology for better access to resources & markets.
g.Root Biomedical Services,We help cancer patients find personalized targeted therapies by merging machine learning and clinical expertise.
Gain Life,Gain Life helps employers better care for their employees with a software platform that solves workforce health and productivity challenges.
Gapelia,Netflix for knowledge and ideas. We combine the best from blogging and crowdfunding to make the world a smarter place.
Garcon,"Restaurants can have a mobile presence to reach out directly to their foodies, within minutes and without any coding."
GardenShare,"GardenShare provides a mobile app-based platform to connect consumers looking for ultralocal, responsibly sourced produce with nearby home gardeners. Our mission is to reconnect people ..."
GARLIC Idealab,GARLIC is a social media platform for communicating about creative design ideas on contemporary China.
GC Therapeutics,GCTx is a synbio platform to program patient cells into any cell type 100X faster and 10X more efficiently than standard protocols for cell therapy.
Gel4Med,Gel4Med focuses on engineering smart materials to solve challenging problems in regenerative medicine.
Gen Y & Company,Gen Y and Company is a management consulting firm working with emerging Gen Y leaders and teaching executives how to thrive with Gen Y.
Gencores,"Concussions are a major public health concern. Our platform reduces the risk of concussion with customizable, smart, shock-absorbing helmet inserts."
gens,Gens is a telemedicine-enabled wellness brand that helps men get access to products for problems like hair loss and ED
Genterpret,"We help pharmaceutical companies better understand the genetics of drug response and, in the process, empower patients with access to their genetic data. By creating a community of ..."
GenUnity,"A civic leadership program that empowers individuals to affect real, systemic change in their local community."
Getaway,Getaway is your instant cabin. Our custom built tiny houses located on serene land one hour from the city allow you to disconnect and recharge for only $99 a night.
Getmii,"Getmii lets users broadcast their needs to people nearby, and connect with the people that can help them best."
Gevity,"Gevity is dedicated to creating products that help you achieve longevity of our bodies, starting with low-cost custom or"
Geyser Flicker,Geyser Flicker makes affordable time delay actuators to reduce electricity consumption by way of the electric water boiler.
GHD Digital Badges,We aim to develop a platform that healthcare delivery workers use to track and certify their skills and professional development through the use of digital credentialing.
giftplum,"There’s a perfect gift out there for everyone. Let giftplum pluck you a winner with juicy recs, fresh product reviews and plum prices."
GigLync,GigLync provides under-served blue collar employees better access to hourly jobs while improving the way employers manage hourly workforce today
Girls Health Champions,Girls Health Champions uses peer-to-peer education to train adolescents in India in critical health topics
Girls Thinking Global,Girls Thinking Global – connecting global changemakers to empower adolescent girls.
GitVista,"Git Vista is like “Google maps” for source code, providing software engineers with a zoomable, searchable map."
GIVZ,"GIVZ is a new global platform that facilitates two-click donations to elicit more frequent, spontaneous, and social giving activity."
Glassy,"Easy-to-use, stylish glasses that sync with a Google Maps-enabled smartphone app to help you navigate."
Global Alliance for Medical Innovation,"Leverage advancements in smartphone-imaging & deep learning to develop low-cost, accessible ophthalmological diagnostics"
Global Belle,Cultivating wellness confidence by building a culturally-relevant community of Arab women creators and rule breakers.
Global Impact Rating,We are a rating agency and database of social impact: we aggregate data and rate actual impact of organizations/companies in society.
Global Learners,"Global Learners designs after-school & summer programs that build leadership, interpersonal, and technical skills through project-based learning."
Global Peer Support,Global Peer Support (GPS) in China is a global community that relies on different modes of interactions to guide Chinese adolescents towards mental wellness and empowerment during their ...
Globetrotter Health,Connecting customers from developed countries who require healthcare to high-quality medical care in developing countries using a web-based platform.
GOCI,Insurance one stop solution
GoDutch,Forming a “group” on GoDutch allows users to make group purchases with a temporary credit card that charges each member of the group proportionally.
Golden Gateway Consulting,GGC is dedicated to helping businesses optimize for senior citizens via rigorous analysis and actionable recommendations
Golden Owl,Golden Owl is a web and mobile platform connecting family members with loved ones in assisted living facilities.
gomango,"gomango creates a network of intelligent refrigerated boxes, which helps the developing world move its perishable goods affordably."
Good at Names,"When someone you’ve met before is in your physical vicinity, the Good at Names app will remind you of their basic info and where/when/how you first met."
Good Thread Company,We are social impact ecommerce based manufacturer of “accessible luxury” bags whose profits are shared to support the operations of charities.
GoodStuff,GoodStuff is a community sharing platform that matches people who have stuff with people who need stuff.
Gourmenu,We are building a system to help restaurants reduce labor cost and help diners to make well-informed dining decisions.
GOViral,GOViral find patients and connects communities to care to help eradicate hepatitis B in the Philippines.
GovReach,"Enabling citizens, advocacy groups and government to understand crowd feedback; empowering decision makers and enhancing democracy through technology."
Grace Choi & Co.,Grace Choi & Co. is a contemporary women’s lifestyle brand offering innovative women’s retail products in the affordable premium category. We deeply engage with our ...
Grade,A cloud-based platform of concise sustainability reports for individual articles of clothing.
Green Bean,Green Bean makes coffee more sustainable and more convenient by redesigning the way coffee is manufactured and packaged.
Green Prism,GP installs propriety solar carports in parking lots so customers can offset electric bills and produce their own power.
Green Screen,"Green Screen is a passive cooling panel made entirely from agricultural waste for use in the slums of Delhi, India."
Green Source,Green Source provides smallholders with the resources to make living wages and create certified sustainable palm oil.
Greener,Greener is a technology platform that uses sensors and advanced analytics to increase grower profitability through reducing energy usage.
GREY,We’re building “The ZARA” of Nigeria!
Grid-Tape,Grid-Tape: a substrate for fast imaging of large biological samples at nanometer resolution.
GRO Biosciences,"GRO Bio produces high-value protein therapeutics in microbes that must traditionally be made in expensive mammalian systems. Using our proprietary genomically recoded organisms (GROs), ..."
Groove,Groove is a moldable guitar pick that perfectly contours to the musician’s grip–down to the last friction ridge.
grounded,"Provide low-cost, fresh produce accessibly to both high- & low-income consumers through leveraging indoor farming tech"
Grow Up Together,An app supports the Chinese rural migrant workers to better take care of the emotional needs of their children who can only see parents once a year.
Growbit,Growbit is a wristband kids wear to track the early experiences that research demonstrates make the biggest difference in child development.
GrowBuyEat,Online platform for local farms to sell directly to wholesale buyers. Shorting supply chains. Making the food you eat taste better.
Growing Communities,Integrate backyard farming technology and a novel agriculture model to commercially grow vegetables and fish in economically challenged communities.
Growy,"At Growy, we are empowering individuals to successfully grow their own plants and connect to a network of urban farmers."
Gryps,GRYPS is an AI powered platform that extracts and categorizes information from construction documents
Guerilla Makerspace,"GMS invites people to disrupt their daily routine by making, creating, and learning in pop-up maker spaces located in unexpected places."
Gumshoe,Personalized restaurant recommendations for individuals or groups.
GuruBaik.id,gurubaik.id is a lesson planner pla aims to change the conventional teachers’ mindset through active learning activities
Gusto & Gecko’s Travel,Gusto & Gecko build children’s awareness and empathy for cultures around the world through quirky storytelling.
H Square,"H Square provides a safe, quality, affordable housing alternative for university communities by owning and operating a portfolio of rental properties."
H2Ok Innovations,H2Ok Innovations empowers communities with the knowledge for sustainable access to clean water through AI and IoT.
Hackademic,Source short-term contract data scientists for growth stage technology companies from current STEM graduate students
Happy Farmers,Happy Farmers is a Social Enterprise with an aim to help increase farmers’ income by expanding their selling channels. This will allow farmers to connect directly with the end ...
HardPass,HardPass secures your digital life by amplifying the security of your passwords while avoiding the security issues of popular password managers.
Harmonus,The Harmonus MRI-guided prostate biopsy system improves diagnosis and treatment of prostate cancer through visualization and targeting of tumors.
Harmony Health,Modernizing Traditional Chinese herbal supplements and acupressure to combat mental health issues
Haven,"Haven revolutionizes the formerly antiquated way homeless shelters lottery their beds at night, assisting in distribution of people-to-beds city-wide."
Healogram,The mobile platform helping providers remotely monitor post-surgical and wound care.
Healr,Your doctor just became your new best friend. Healr gives you unlimited access to your own personal medical provider at the push of a button.
healtalk,"healtalk is a social networking site for individuals to engage in discussions about health, and for health agencies to track health trends."
Healthcare 360,"Healthcare 360 enables physicians to deliver care to their patients remotely, increasing efficiency, decreasing costs and providing the patient unparalleled convenience."
HealtheTrek,Embarking on a journey to health is not easy. With personalized timely messages & accurate activity tracking @HealtheTrek makes it seamless.
HealthWiz,HealthWiz helps people get better faster. We help employers lower costs and provide employees with a one-stop-shop for their healthcare needs.
"Healthy Girls Save the World, Inc.",We provide programs to help underprivileged girls adopt healthy lifestyles.
Healthy Motives,Integrated platform for maintaining healthy behaviors.
HealthyCare,HealthyCare helps primary care clinics find allied health professionals to support health of their patients.
HealthySpace,Preventing hospital acquired infections by ensuring a clean environment.
Hear Clear,3D printing of hearing aid shells customized to patients’ need could significantly increase the comfort and reduce the cost.
Hear Here,"Hear Here is a new communication platform that lets us connect with people based on location. Users can post and view discussions tagged to nearby places, letting them communicate with ..."
Heartstring,"We are a mobile, commercial music library delivering sound for today’s visual media."
Helen Health,Helen Health is a digital health platform that connects people with the best oncology resources in the world.
Hello Alfred,"Alfred does everything so you don’t have to: Dry Cleaning, Laundry, Groceries, House Cleaning, Cobbler, and more."
Hellofriend,"From house parties to city tours, find unique and authentic local experiences around your location with Hellofriend. Become a host and earn money!"
HelloToken,"HelloToken enables blogs to earn 10x more per visitor than ads/paywalls through a one-click question that serves as a micropayment. For marketers, we leverage blog readership networks ..."
HERA: Health Recording Application,HERA is a mobile application that sends notifications for timely medical care and keeps electronic medical records of refugee women in Turkey.
Herald Health,"Herald delivers doctors the patient data they need, when they need it."
Hercules,Hercules is a contact organization system that automatically keeps track of your expanding personal network
Hercules,Hercules provides a high-yield savings account to startups.
Hibiscus Monkey,A millennial personal care startup. It makes & sells all-natural products formulated from my grandma’s recipes.
High Table,High Table is a members-only professional networking community.
Hikma Health,Health data platform integrating predictive models & decision support into accessible systems for MDs & refugee patients
Hire Probability,HireProbability helps recruiters at small and medium-sized companies learn more about candidates with automated reference checking.
Hire Simpler,"Hire Simpler curates data driven matches between applicants and companies in a timely,cost effective,and efficient way."
Historical Footprint,"Trace your historical footprint and see how your daily actions impact the past, present, and future. Your story is history in the making."
History2Us,Reconnecting people in today’s busy world by incentivizing storytelling across the generations.
hive,An integrated home health system
Hivemind,"Hivemind is a smart beehive that removes the barriers to entry associated with beekeeping, allowing anybody to take part in saving our pollinators."
Hometrust,"A web-based app making it safer and easier for sellers to self-finance the sale of their home, thereby cutting out banks and recapturing interest."
Honest Closet,Honest Closet is a movement that encourages the next generation of consumers to engage critically with the clothing industry.
Honey Goddess,Workshops to help women engage the mythos of the ancient “honey goddesses” to generate interpersonal prosperity.
Honeybird,Honeybird creates products to support stress relief and better sleep. Its first product is a weighted blanket designed to be ~10% of your body weight.
Hopscotch Corp.,A platform that utilizes gamification to improve treatment adherence/outcomes & provides a parent support network
hottSpot,hottSpot is a personalized event discovery and event promotion service. We locate a user on his mobile or web device and display the hottest events in his immediate environment on a ...
House USA,"According to the US Census Bureau, 1 in 8 Americans are not fluent in English. We can help immigrants and ethnic minorities find housing."
Hue Pick,A toothpick-like device that food allergy patients can use to test their food for allergenic proteins in seconds with very high accuracy.
Humaine,Online conversational AI platform that provides virtual patients for the deliberate practice of medical students
Human Agency,"We build tools to democratize social enterprise, enabling people to turn ideas or intent into action without developers."
humanID,humanID is a Single Sign-On enabling platforms to block bots & abusive users and protects users’ data from leaks & abuse
Hurt Technologies,"Our company creates powerful, affordable, and easy-to-use software for healthcare practitioners, insurance carriers, and patients to help streamline healthcare systems."
Hustl,Hustl is developing a one-stop career awareness and access solution for school and college students.
Hydra,"Hydra was founded with one lofty objective–to make a better hair dryer. With that in mind, we’ve designed a silent, energy-efficient device that’s faster than anything ..."
Hyka,80% of Americans suffer from chronic stress (Gallup Poll). Hyka is a mental wellness consumer product that reduces stress through brain stimulation and neurofeedback data. Hyka brings ...
Hypeli,Hypeli is an online platform for emerging performers to get more exposure and to get hired.
Hypnos,Hypnos designs individually tuned sensory experiences as a hedonistic or therapeutic alternative to drug medication.
I Believe Digital,Building better brands by rewriting the rules of digital production. We provide innovative solutions to small businesses with great ideas.
i-MAP,"Innovative tool for health workers to map mental health services; improve awareness, access, delivery of care for vulnerable groups in India."
I-squared,Streamlined Shareholder Benefits.
i2O Therapeutics,i2O Therapeutics is a drug delivery company developing safe and effective oral formulations of therapies traditionally limited to injections.
IB Connect,An online community of practice for teachers dedicated to meet the dual challenge of improving course content and teaching practice.
Iconic Energy Consulting,Iconic Energy Consulting transforms renewable energy projects into cultural icons through public art and civic engagement.
Idea Venture,"A platform that guides top universities students to bring ideas to life, gathering problems identified by the public and linking them to the market."
Ife School,Elite private schools for urban kids age 0-18 that use proven programs to fight poverty and employ more than teachers
Ignite Mental Health,Ignite supports mental health entrepreneurs & motivates decision makers to improve mental health literacy and access
IKIGAI,A platform offering flexible jobs to connect local businesses and retired individuals.
ImmerLearn,ImmerLearn helps social and public sector organizations improve their decision-making by developing data analytics software
immersion analytics,Immersion Analytics is a dynamic hospital surveillance system and institutional marketplace for essential clinical tasks.
Immigrants Like Us,Immigrants Like Us is a legal aid nonprofit that prepares immigration documents using a “turbo-tax”-style web platform
Immunity Health,Immunity Health is an analytics company using medical data to improve clinical trial recruitment and operations
Impact Guru,Impact Guru is a crowdfunding platform that empowers every individual to do good such as linking Facebook posts & tweets to social impact
Impact Labs,Proprietary add-ons to football helmets to reduce head injuries.
ImplantRec,ImplantRec reduces unnecessary risky dental implant replacement surgeries due to reliable image recognition technology
In.Develop,Digital interface to connect community’s local development needs with planning and funding agencies
InCommon,"Our app provides an easy way for people in mental distress to find a listening ear at the push of a button, particularly for those facing addiction."
InCompass.ed,InCompass.ed is an online portal offering experiential programs to young people to empower them to unblock their authentic voices and develop purpose.
Induction Learning,Enabling time for the things that truly matter by learning the smart way.
Infinity Portal,Planning for life after death. Introducing a TurboTax for the afterlife: nothing can be certain except death or taxes.
Influgrow,"428 groups users together to crack fun and thought-provoking questions from many topics, given to them once a day at 4:28pm."
Inkrypt,The Anonymous Decentralized Cloud
InnoPoint,We are developing an innovative credit bureau in Rwanda that focuses on serving the base of the pyramid (BOP).
InnoVietnam,"InnoVietnam, Vietnam’s first digital health incubator, supports the creation and growth of primary healthcare startups"
Insight Clubs,"Insight Clubs creates “WeWork” studios for personal trainers with app hosting CRM, genetic/biomarker-driven programming, and AI integration, ensuring trainer and client success."
inSpire,"Devising a smart menstrual cup, that’s easy to insert, remove, and clean, and provides intelligent tracking of periods"
Inspiringi,InspiringI develops design thinking programs for India’s college grads.
Instiglio,Bringing social impact bonds to developing countries .
International Orchestra of Refugees,"Empowering displaced musicians to become musical ambassadors of peace, through orchestral opportunities and community"
InvenToys,"Through imaginative play, learning kits and compelling narratives, children can create their own inventions."
Invisible Coach,"Invisible Coach is an app that empowers students with autism by providing timely, targeted support."
iProcrastinate,iProcrastinate calculated procrastination index based on information collected and offer the data visualization for time spending.
issima,"For urbanites who love pizza but want to eat healthier, -issima is a fast-casual Roman-style pizza chain that offers delicious pizza without the guilt. Unlike greasy pizza offered by ..."
"iVETcare, LLC",iVETcare helps pet owners become pet parents by providing healthcare tools and education to pet owners via a mobile app
Ivory,"Ivory is an iOS app that gives any musician, regardless of skill level, useful tools to engage with their sheet music electronically."
Ivory Club,"Ivory Club is a community for discerning college students, which offers its members attractive event solutions at high-end establishments."
Ivy Educator,IvyEducator connects English learners in China with English learning materials and tutors of the highest quality through online services.
Ivy Link,Ivy Link is an education startup that is transforming the way 2nd-tier colleges market to students abroad.
IvyKids,"Making the iPad the modern day sandbox: we are introducing physical objects, like shapes, to interactive and entertaining iPad games"
IXORA,Mission-oriented to support ALL women by dressing them for the job while giving back to other women to reach their dream
Jamber,"Using a science-driven approach, Jamber enhances the lives of everyday people by redesigning consumer products that have been overlooked."
Jamii,Affordable preventative screening/ diagnostics & in-home care for people who cant care for themselves in South Africa and eventually across Africa
Jampage,Jampage is a social music platform that enables emerging artists to promote their music and engage new communities.
Jana Care,"We are re-inventing diabetes care delivery by building affordable diagnostics for clinics, personalized digital coaching for patients and predictive analytics for physicians to ..."
Jane Diagnostics,Jane Diagnostics has developed an accurate and affordable point-of-care diagnostic test to rapidly expand access to cervical cancer screening.
Janus,Janus News is a newsreading platform that uses machine learning and natural language processing to fact check and identify news bias in articles.
JewelPerch,JewelPerch is a social shopping community for designer fashion jewelry where members earn cash rewards for shopping and sharing with friends. We contemporize the direct sales model ...
Joro,We’re helping you make sustainability a daily practice through an app that helps you track and manage your emissions in real-time on your smartphone.
Journal of Emerging Investigators,We are an open-access journal that peer reviews and publishes scientific research from middle and high-school students.
Julia Computing,Technical computing is an area that is held hostage by programming languages with designs that are many decades old. We bring a fresh approach.
Jump Credit,"Our software helps city governments and non-profits provide instantaneous, high-quality credit score improvement advice and track their impact."
JumpYield,We help websites make more money from their ad space.
June Motherhood,"A virtual, group-based doula service with a mission to make high quality doula care more affordable and accessible"
Juntos,"Juntos provides pro bono legal and community services to asylum-seekers, targeted to language, needs, and location."
Juntos Boston,We provide financial and relational support to unaccompanied Central American students to help them graduate high school
Just Bananas,"Just Bananas is a dairy-free, gluten-free “nice” cream made with “just bananas” and other healthy mix-ins, such as almond butter and matcha green tea. We aim to ..."
Just For Kicks,Just For Kicks is a sports program for low-income schools in Pune and Mumbai that aims to build a strong set of values and encourage a healthy lifestyle in children through the game of ...
Just Right,Software to layer accessibility features onto apps in a seamless way for the elderly/disabled to have equal tech access.
JustFix,JustFix supports tenants facing landlord harassment and neglected housing conditions with technology to build well-documented legal cases.
Juva Therapy,Juva Therapy is a patient-centric platform that effectively connects demand for mental health care with a fragmented supply of providers at lower cost
Kairos Learning,Our venture uses simulation gaming to address the intangible barriers to socio-economic mobility embedded in education for 1stgen low-income students
Kalea,"Inspired and made by nurses and doctors for medical professionals, Kalea’s medical scrubs are antimicrobial, water-repellent, and feature four-way stretch."
Kallier Biosciences,We’re identifying beneficial bacteria from agricultural soil to build farm-personalized treatments to fight crop disease.
kanna,A predictive analytics platform that reduces out of pocket healthcare expenses.
